FFA-W1-242
0.98337 	 0.00639
0.94364 	 0.01409
0.89588 	 0.02359
0.84101 	 0.03464
0.78009 	 0.04695
0.71428 	 0.06034
0.64484 	 0.07436
0.5731 	 0.0882
0.50044 	 0.10087
0.42826 	 0.11117
0.35793 	 0.11779
0.2908 	 0.11975
0.22816 	 0.11662
0.1712 	 0.10834
0.12103 	 0.09545
0.0786 	 0.07877
0.04473 	 0.05958
0.02005 	 0.03946
0.00506 	 0.01953
3e-05 	 0.00138
0.00129 	 -0.00794
0.01132 	 -0.02367
0.03121 	 -0.04038
0.06055 	 -0.05854
0.09879 	 -0.07708
0.14521 	 -0.09461
0.1989 	 -0.10928
0.25884 	 -0.11905
0.32388 	 -0.12191
0.39278 	 -0.11652
0.46421 	 -0.10305
0.5368 	 -0.08263
0.60917 	 -0.05786
0.67993 	 -0.03359
0.74771 	 -0.01496
0.81123 	 -0.00331
0.86927 	 0.00217
0.92071 	 0.00272
0.96456 	 8e-05
0.99999 	 -0.00316
