FFA-W3-211
0.98338 	 0.00414
0.94364 	 0.01096
0.89588 	 0.01984
0.84101 	 0.03066
0.78009 	 0.04331
0.71427 	 0.05758
0.64483 	 0.07268
0.57309 	 0.08746
0.50043 	 0.10062
0.42825 	 0.11108
0.35791 	 0.11752
0.29078 	 0.11854
0.22814 	 0.11342
0.17118 	 0.10299
0.12101 	 0.0886
0.07857 	 0.07151
0.0447 	 0.05296
0.02003 	 0.03416
0.00503 	 0.01616
0.0 	 0.0
0.00126 	 -0.00652
0.0113 	 -0.01939
0.03118 	 -0.03298
0.06052 	 -0.04711
0.09877 	 -0.06099
0.14518 	 -0.0736
0.19888 	 -0.08379
0.25882 	 -0.0903
0.32386 	 -0.09204
0.39276 	 -0.08773
0.46419 	 -0.07667
0.53679 	 -0.0595
0.60917 	 -0.03995
0.67992 	 -0.02169
0.74771 	 -0.00747
0.81124 	 0.00178
0.86927 	 0.006
0.92071 	 0.00599
0.96457 	 0.00284
1.0 	 -0.00131
