FFA-W2-152
0.9825 	 0.00249
0.9428 	 0.00774
0.89508 	 0.01614
0.84026 	 0.0275
0.77939 	 0.04135
0.71363 	 0.05697
0.64425 	 0.07333
0.57258 	 0.08882
0.49999 	 0.10143
0.42786 	 0.1092
0.35759 	 0.11119
0.29052 	 0.10775
0.22793 	 0.09977
0.17103 	 0.0883
0.1209 	 0.07441
0.0785 	 0.05901
0.04466 	 0.04281
0.02001 	 0.02664
0.00503 	 0.01174
0.0 	 0.0
0.00126 	 -0.00556
0.01129 	 -0.01471
0.03115 	 -0.02202
0.06047 	 -0.02816
0.09868 	 -0.03334
0.14505 	 -0.03748
0.1987 	 -0.04037
0.25859 	 -0.04191
0.32357 	 -0.04208
0.39241 	 -0.041
0.46378 	 -0.0388
0.53631 	 -0.0355
0.60862 	 -0.03114
0.67931 	 -0.0259
0.74704 	 -0.01998
0.81051 	 -0.01389
0.86849 	 -0.00837
0.91989 	 -0.00407
0.9637 	 -0.00156
0.9991 	 -0.00093
