FFA-W2-210
0.98338 	 0.00315
0.94364 	 0.0085
0.89588 	 0.01618
0.84101 	 0.02618
0.78009 	 0.03838
0.71427 	 0.05254
0.64483 	 0.06795
0.57309 	 0.08342
0.50043 	 0.09723
0.42825 	 0.10766
0.35791 	 0.11315
0.29078 	 0.1129
0.22814 	 0.10708
0.17118 	 0.09669
0.12101 	 0.08291
0.07857 	 0.06688
0.0447 	 0.04967
0.02003 	 0.03228
0.00503 	 0.01559
0.0 	 0.0
0.00126 	 -0.00705
0.0113 	 -0.01951
0.03118 	 -0.03338
0.06052 	 -0.0481
0.09877 	 -0.06266
0.14518 	 -0.07598
0.19888 	 -0.08689
0.25882 	 -0.09408
0.32386 	 -0.0966
0.39276 	 -0.09381
0.46419 	 -0.08549
0.53679 	 -0.07243
0.60917 	 -0.05617
0.67992 	 -0.03925
0.74771 	 -0.02425
0.81124 	 -0.01302
0.86927 	 -0.006
0.92071 	 -0.00243
0.96457 	 -0.00114
1.0 	 -0.00129
