FFA-W3-360
0.98339 	 0.01997
0.94365 	 0.03137
0.89589 	 0.04489
0.84103 	 0.06063
0.78011 	 0.07815
0.71431 	 0.09687
0.64487 	 0.11611
0.57314 	 0.13505
0.50049 	 0.15262
0.42831 	 0.16749
0.35799 	 0.17825
0.29086 	 0.1837
0.22823 	 0.18291
0.17128 	 0.17512
0.12111 	 0.15996
0.07868 	 0.13804
0.04481 	 0.11001
0.02014 	 0.07716
0.00515 	 0.0414
0.00012 	 0.00612
0.00138 	 -0.01459
0.01141 	 -0.0533
0.03129 	 -0.08587
0.06063 	 -0.1144
0.09887 	 -0.13821
0.14528 	 -0.15683
0.19897 	 -0.1697
0.25891 	 -0.17603
0.32394 	 -0.17488
0.39283 	 -0.16578
0.46426 	 -0.14848
0.53685 	 -0.12416
0.60921 	 -0.09522
0.67996 	 -0.065
0.74774 	 -0.03807
0.81126 	 -0.01816
0.86929 	 -0.00636
0.92072 	 -0.00273
0.96457 	 -0.00555
1.0 	 -0.01393
