FFA-W1-271
0.98338 	 0.01073
0.94364 	 0.01894
0.89588 	 0.02879
0.84101 	 0.04016
0.78009 	 0.05312
0.71427 	 0.06734
0.64483 	 0.0821
0.57309 	 0.09639
0.50043 	 0.10913
0.42825 	 0.1193
0.35791 	 0.12584
0.29078 	 0.12787
0.22814 	 0.12475
0.17118 	 0.11631
0.12101 	 0.10293
0.07857 	 0.08559
0.0447 	 0.06565
0.02003 	 0.04457
0.00503 	 0.02286
0.0 	 0.0
0.00126 	 -0.01158
0.0113 	 -0.03083
0.03118 	 -0.05111
0.06052 	 -0.07297
0.09877 	 -0.09476
0.14518 	 -0.11465
0.19888 	 -0.13072
0.25882 	 -0.14077
0.32386 	 -0.14278
0.39276 	 -0.13561
0.46419 	 -0.11957
0.53679 	 -0.09638
0.60917 	 -0.06912
0.67992 	 -0.04241
0.74771 	 -0.02075
0.81124 	 -0.00675
0.86927 	 -0.00096
0.92071 	 -0.00132
0.96457 	 -0.00434
1.0 	 -0.00734
