FFA-W1-211
0.98338 	 0.00362
0.94364 	 0.01027
0.89588 	 0.01932
0.84101 	 0.03054
0.78009 	 0.04358
0.71427 	 0.05802
0.64483 	 0.07319
0.5731 	 0.08799
0.50044 	 0.10114
0.42825 	 0.11156
0.35792 	 0.11795
0.29079 	 0.11891
0.22814 	 0.11372
0.17119 	 0.10323
0.12101 	 0.08878
0.07858 	 0.07163
0.04471 	 0.05304
0.02003 	 0.03421
0.00504 	 0.01619
1e-05 	 0.00052
0.00127 	 -0.00651
0.0113 	 -0.01937
0.03119 	 -0.03292
0.06053 	 -0.04702
0.09878 	 -0.06087
0.14519 	 -0.07346
0.19888 	 -0.08365
0.25882 	 -0.09007
0.32387 	 -0.09152
0.39277 	 -0.08657
0.4642 	 -0.07468
0.5368 	 -0.05771
0.60917 	 -0.03903
0.67993 	 -0.02255
0.74772 	 -0.01042
0.81124 	 -0.00288
0.86927 	 0.00071
0.92071 	 0.00129
0.96457 	 0.00024
1.0 	 -0.00148
