FFA-W3-301
0.98338 	 0.01333
0.94364 	 0.02266
0.89588 	 0.03417
0.84101 	 0.0478
0.78009 	 0.06309
0.71428 	 0.07939
0.64484 	 0.09587
0.5731 	 0.11169
0.50044 	 0.12601
0.42825 	 0.13776
0.35792 	 0.14578
0.29079 	 0.14908
0.22814 	 0.14673
0.17119 	 0.13814
0.12102 	 0.12332
0.07859 	 0.10323
0.04471 	 0.07938
0.02004 	 0.05339
0.00504 	 0.02667
1e-05 	 -0.00119
0.00127 	 -0.01256
0.01131 	 -0.03764
0.03119 	 -0.06312
0.06053 	 -0.08825
0.09878 	 -0.11136
0.14519 	 -0.13052
0.19889 	 -0.14411
0.25883 	 -0.15108
0.32387 	 -0.1508
0.39277 	 -0.14283
0.4642 	 -0.1271
0.5368 	 -0.10442
0.60917 	 -0.07722
0.67993 	 -0.04966
0.74772 	 -0.02631
0.81124 	 -0.01002
0.86927 	 -0.00134
0.92071 	 0.00058
0.96457 	 -0.00261
1.0 	 -0.00891
