FFA-W3-332
0.98327 	 0.01754
0.94354 	 0.02745
0.89578 	 0.03926
0.84092 	 0.05308
0.78 	 0.06855
0.7142 	 0.08514
0.64476 	 0.10219
0.57304 	 0.1189
0.50038 	 0.1343
0.42821 	 0.14729
0.35788 	 0.1568
0.29076 	 0.16162
0.22812 	 0.16044
0.17117 	 0.15233
0.121 	 0.13709
0.07858 	 0.11553
0.0447 	 0.0893
0.02004 	 0.06035
0.00504 	 0.03032
1e-05 	 0.00146
0.00127 	 -0.01525
0.01131 	 -0.04555
0.03119 	 -0.07553
0.06053 	 -0.10402
0.09877 	 -0.12927
0.14518 	 -0.14945
0.19886 	 -0.16315
0.2588 	 -0.16959
0.32384 	 -0.16843
0.39273 	 -0.15946
0.46415 	 -0.14277
0.53674 	 -0.11928
0.6091 	 -0.09123
0.67985 	 -0.0623
0.74763 	 -0.03683
0.81115 	 -0.01761
0.86918 	 -0.0062
0.92061 	 -0.00262
0.96446 	 -0.00524
0.99989 	 -0.01319
